owner_id,week,rank,routed,signal_id,account_id,detector,tier,deserved_reason,severity,days_to_renewal,arr_annual,agent_routed,outcome,arr_delta,attribution
u_010,2026-W21,4,False,sig_0300,acct_0076,usage_cliff,4,no spec condition requires a human,P2,-7,42000,False,renewed_flat,0,none
u_010,2026-W22,1,True,sig_0347,acct_0014,exec_churn_language,1,§8.1 mandatory-route trigger: ['buyer_or_champion_departure'],P3,31,575000,False,churned,-575000,uncertain
u_010,2026-W22,2,False,sig_0360,acct_0076,usage_cliff,3,no spec condition requires a human,P2,-14,42000,False,renewed_flat,0,none
u_010,2026-W22,3,False,sig_0353,acct_0014,seat_decay,4,no spec condition requires a human,P1,29,575000,False,churned,-575000,uncertain
u_010,2026-W22,4,False,sig_0354,acct_0014,usage_cliff,4,no spec condition requires a human,P3,29,575000,True,churned,-575000,uncertain
u_010,2026-W23,1,False,sig_0400,acct_0018,seat_decay,3,no spec condition requires a human,P3,114,195000,False,pending,0,
u_010,2026-W24,1,False,sig_0473,acct_0120,seat_decay,4,no spec condition requires a human,P1,104,70000,False,pending,0,
u_010,2026-W24,2,False,sig_0452,acct_0068,usage_cliff,4,no spec condition requires a human,P1,-4,270000,False,churned,-270000,none
u_010,2026-W24,3,False,sig_0454,acct_0076,usage_cliff,4,no spec condition requires a human,P1,-28,42000,False,renewed_flat,0,none
u_010,2026-W24,4,False,sig_0453,acct_0076,seat_decay,4,no spec condition requires a human,P2,-28,42000,False,downgraded,-16000,uncertain
u_010,2026-W24,5,False,sig_0451,acct_0068,seat_decay,4,no spec condition requires a human,P3,-4,270000,False,downgraded,-131100,uncertain
u_010,2026-W25,1,False,sig_0526,acct_0158,exec_churn_language,3,no spec condition requires a human,P1,99,1665000,False,pending,0,
u_010,2026-W26,1,False,sig_0548,acct_0005,seat_decay,3,no spec condition requires a human,P2,-21,95000,False,downgraded,-26800,none
u_010,2026-W26,2,False,sig_0555,acct_0076,exec_churn_language,3,no spec condition requires a human,P2,-42,42000,True,renewed_flat,0,none
u_010,2026-W27,1,True,sig_0567,acct_0120,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,89,70000,False,pending,0,
u_010,2026-W27,2,False,sig_0571,acct_0108,exec_churn_language,3,no spec condition requires a human,P1,-92,560000,True,renewed_flat,0,certain
u_010,2026-W27,3,False,sig_0568,acct_0008,exec_churn_language,3,no spec condition requires a human,P1,-28,47000,True,renewed_flat,0,uncertain
u_010,2026-W27,4,False,sig_0581,acct_0018,usage_cliff,3,no spec condition requires a human,P2,86,195000,True,pending,0,
u_010,2026-W27,5,False,sig_0580,acct_0018,seat_decay,4,no spec condition requires a human,P3,86,195000,True,pending,0,
u_010,2026-W28,1,False,sig_0619,acct_0108,exec_churn_language,3,no spec condition requires a human,P2,-103,560000,False,renewed_flat,0,uncertain
u_010,2026-W28,2,False,sig_0618,acct_0014,exec_churn_language,3,no spec condition requires a human,P3,-12,575000,False,downgraded,-109200,none
u_011,2026-W10,1,True,sig_0028,acct_0086,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,89,21000,True,renewed_flat,0,none
u_011,2026-W11,1,True,sig_0040,acct_0172,billing_dispute,1,"§8.1 mandatory-route trigger: ['billing_dispute', 'buyer_or_champion_departure']",P1,17,61000,True,renewed_flat,0,none
u_011,2026-W11,2,False,sig_0041,acct_0082,exec_churn_language,3,no spec condition requires a human,P2,81,190000,True,renewed_flat,0,uncertain
u_011,2026-W11,3,False,sig_0043,acct_0131,exec_churn_language,3,no spec condition requires a human,P2,107,38000,True,renewed_late,0,uncertain
u_011,2026-W11,4,False,sig_0033,acct_0033,exec_churn_language,3,no spec condition requires a human,P2,110,160000,False,churned,-160000,uncertain
u_011,2026-W11,5,False,sig_0034,acct_0063,exec_churn_language,3,no spec condition requires a human,P3,207,355000,False,pending,0,
u_011,2026-W13,1,False,sig_0072,acct_0137,ticket_storm,3,no spec condition requires a human,P3,5,252500,True,renewed_late,0,uncertain
u_011,2026-W14,1,True,sig_0110,acct_0151,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,268,24000,True,pending,0,
u_011,2026-W14,2,True,sig_0120,acct_0172,seat_decay,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,-7,61000,False,renewed_expansion,19100,none
u_011,2026-W14,3,False,sig_0109,acct_0151,seat_decay,4,no spec condition requires a human,P2,268,24000,True,pending,0,
u_011,2026-W15,1,True,sig_0138,acct_0086,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,54,21000,True,renewed_flat,0,uncertain
u_011,2026-W16,1,True,sig_0165,acct_0170,usage_cliff,2,no spec condition requires a human,P3,149,287500,False,pending,0,
u_011,2026-W16,2,False,sig_0150,acct_0036,exec_churn_language,3,no spec condition requires a human,P1,164,237500,True,pending,0,
u_011,2026-W16,3,False,sig_0152,acct_0105,exec_churn_language,3,no spec condition requires a human,P2,73,1665000,False,downgraded,-395100,none
u_011,2026-W16,4,False,sig_0147,acct_0086,renewal_silence,3,no spec condition requires a human,P3,50,21000,True,renewed_flat,0,none
u_011,2026-W17,1,False,sig_0169,acct_0151,exec_churn_language,3,no spec condition requires a human,P2,252,24000,False,pending,0,
u_011,2026-W18,1,True,sig_0225,acct_0131,seat_decay,2,no spec condition requires a human,P3,56,38000,True,downgraded,-7800,uncertain
u_011,2026-W18,2,False,sig_0233,acct_0151,usage_cliff,3,no spec condition requires a human,P2,240,24000,True,pending,0,
u_011,2026-W19,1,True,sig_0251,acct_0105,billing_dispute,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,52,1665000,True,churned,-1665000,uncertain
u_011,2026-W21,1,False,sig_0276,acct_0137,exec_churn_language,3,no spec condition requires a human,P1,-53,252500,True,renewed_flat,0,uncertain
u_011,2026-W21,2,False,sig_0318,acct_0131,usage_cliff,3,no spec condition requires a human,P2,35,38000,False,renewed_expansion,9300,uncertain
u_011,2026-W21,3,False,sig_0328,acct_0151,usage_cliff,3,no spec condition requires a human,P2,219,24000,True,pending,0,
u_011,2026-W21,4,False,sig_0303,acct_0082,usage_cliff,4,no spec condition requires a human,P2,9,190000,False,renewed_late,0,none
u_011,2026-W21,5,False,sig_0327,acct_0151,seat_decay,4,no spec condition requires a human,P2,219,24000,False,pending,0,
u_011,2026-W21,6,False,sig_0334,acct_0172,usage_cliff,4,no spec condition requires a human,P3,-56,61000,False,renewed_flat,0,uncertain
u_011,2026-W22,1,True,sig_0374,acct_0137,usage_cliff,2,no spec condition requires a human,P2,-63,252500,False,renewed_late,0,uncertain
u_011,2026-W22,2,False,sig_0377,acct_0151,usage_cliff,3,no spec condition requires a human,P1,212,24000,True,pending,0,
u_011,2026-W22,3,False,sig_0373,acct_0137,seat_decay,3,no spec condition requires a human,P2,-63,252500,False,downgraded,-85300,none
u_011,2026-W22,4,False,sig_0372,acct_0131,seat_decay,4,no spec condition requires a human,P2,28,38000,False,churned,-38000,none
u_011,2026-W22,5,False,sig_0376,acct_0151,seat_decay,4,no spec condition requires a human,P2,212,24000,False,pending,0,
u_011,2026-W23,1,False,sig_0390,acct_0082,sentiment_drop,3,no spec condition requires a human,P1,-1,190000,True,churned,-190000,uncertain
u_011,2026-W23,2,False,sig_0405,acct_0170,ticket_storm,3,no spec condition requires a human,P3,100,287500,True,pending,0,
u_011,2026-W24,1,True,sig_0468,acct_0105,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,16,1665000,True,renewed_flat,0,none
u_011,2026-W24,2,True,sig_0439,acct_0036,usage_cliff,1,§8.1 mandatory-route trigger: ['legal_reference'],P1,106,237500,False,pending,0,
u_011,2026-W24,3,True,sig_0414,acct_0172,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,-75,61000,True,renewed_flat,0,certain
u_011,2026-W24,4,True,sig_0438,acct_0036,security_review_opened,1,§8.1 mandatory-route trigger: ['legal_reference'],P3,106,237500,False,pending,0,
u_011,2026-W24,5,True,sig_0455,acct_0082,seat_decay,2,no spec condition requires a human,P3,-12,190000,True,downgraded,-40500,none
u_011,2026-W24,6,False,sig_0456,acct_0082,usage_cliff,3,no spec condition requires a human,P2,-12,190000,False,downgraded,-43600,none
u_011,2026-W24,7,False,sig_0494,acct_0151,seat_decay,4,no spec condition requires a human,P2,198,24000,False,pending,0,
u_011,2026-W24,8,False,sig_0495,acct_0151,usage_cliff,4,no spec condition requires a human,P2,198,24000,False,pending,0,
u_011,2026-W25,1,True,sig_0533,acct_0082,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-19,190000,True,renewed_flat,0,none
u_011,2026-W25,2,False,sig_0513,acct_0036,exec_churn_language,3,no spec condition requires a human,P2,105,237500,False,pending,0,
u_011,2026-W25,3,False,sig_0524,acct_0063,sentiment_drop,3,no spec condition requires a human,P3,106,355000,True,pending,0,
u_011,2026-W26,1,True,sig_0559,acct_0105,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,2,1665000,True,churned,-1665000,uncertain
u_011,2026-W26,2,True,sig_0560,acct_0105,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,2,1665000,True,downgraded,-718300,uncertain
u_011,2026-W27,1,True,sig_0594,acct_0105,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-5,1665000,True,downgraded,-810000,certain
u_011,2026-W27,2,True,sig_0595,acct_0105,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-5,1665000,True,churned,-1665000,uncertain
u_011,2026-W27,3,True,sig_0569,acct_0033,exec_churn_language,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-3,160000,True,churned,-160000,uncertain
u_011,2026-W27,4,True,sig_0592,acct_0082,seat_decay,2,no spec condition requires a human,P1,-33,190000,False,downgraded,-39200,uncertain
u_011,2026-W27,5,False,sig_0570,acct_0082,exec_churn_language,3,no spec condition requires a human,P1,-28,190000,True,renewed_flat,0,uncertain
u_012,2026-W09,1,False,sig_0002,acct_0027,usage_cliff,3,no spec condition requires a human,P1,165,75000,False,churned,-75000,none
u_012,2026-W09,2,False,sig_0003,acct_0037,seat_decay,3,no spec condition requires a human,P2,214,90000,False,pending,0,
u_012,2026-W09,3,False,sig_0001,acct_0027,seat_decay,4,no spec condition requires a human,P2,165,75000,True,churned,-75000,none
u_012,2026-W10,1,False,sig_0029,acct_0087,usage_cliff,3,no spec condition requires a human,P2,14,180000,False,renewed_flat,0,none
u_012,2026-W11,1,False,sig_0037,acct_0029,exec_churn_language,3,no spec condition requires a human,P2,144,41000,False,downgraded,-20700,none
u_012,2026-W12,1,False,sig_0060,acct_0126,exec_churn_language,3,no spec condition requires a human,P1,56,490000,False,churned,-490000,uncertain
u_012,2026-W14,1,False,sig_0126,acct_0180,usage_cliff,4,no spec condition requires a human,P3,70,117500,False,renewed_flat,0,none
u_012,2026-W15,1,False,sig_0139,acct_0087,seat_decay,3,no spec condition requires a human,P3,-21,180000,True,renewed_flat,0,uncertain
u_012,2026-W16,1,False,sig_0156,acct_0037,security_review_opened,3,no spec condition requires a human,P2,165,90000,True,pending,0,
u_012,2026-W17,1,True,sig_0180,acct_0079,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,20,1665000,True,renewed_flat,0,uncertain
u_012,2026-W17,2,False,sig_0175,acct_0180,exec_churn_language,3,no spec condition requires a human,P2,52,117500,False,renewed_flat,0,none
u_012,2026-W17,3,False,sig_0181,acct_0079,usage_cliff,4,no spec condition requires a human,P2,20,1665000,False,renewed_flat,0,uncertain
u_012,2026-W17,4,False,sig_0185,acct_0160,seat_decay,4,no spec condition requires a human,P3,65,44000,False,renewed_late,0,none
u_012,2026-W18,1,True,sig_0234,acct_0160,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,58,44000,True,renewed_flat,0,uncertain
u_012,2026-W18,2,True,sig_0204,acct_0027,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,102,75000,True,churned,-75000,certain
u_012,2026-W18,3,True,sig_0197,acct_0002,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,-28,257500,False,renewed_flat,0,none
u_012,2026-W18,4,True,sig_0240,acct_0180,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,42,117500,False,renewed_expansion,27700,none
u_012,2026-W18,5,False,sig_0235,acct_0160,usage_cliff,4,no spec condition requires a human,P2,58,44000,False,renewed_flat,0,uncertain
u_012,2026-W18,6,False,sig_0214,acct_0087,seat_decay,4,no spec condition requires a human,P2,-42,180000,False,renewed_flat,0,none
u_012,2026-W18,7,False,sig_0215,acct_0087,usage_cliff,4,no spec condition requires a human,P3,-42,180000,False,renewed_flat,0,uncertain
u_012,2026-W19,1,True,sig_0248,acct_0126,exec_churn_language,1,§8.1 mandatory-route trigger: ['cancel_intent'],P1,7,490000,True,renewed_expansion,106600,uncertain
u_012,2026-W19,2,True,sig_0246,acct_0002,ticket_storm,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,-32,257500,True,renewed_flat,0,uncertain
u_012,2026-W21,1,True,sig_0293,acct_0046,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-36,31000,True,renewed_late,0,uncertain
u_012,2026-W21,2,True,sig_0286,acct_0031,usage_cliff,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,14,60000,False,renewed_flat,0,none
u_012,2026-W21,3,True,sig_0316,acct_0126,usage_cliff,1,§8.1 mandatory-route trigger: ['cancel_intent'],P2,-10,490000,True,churned,-490000,uncertain
u_012,2026-W21,4,False,sig_0304,acct_0087,usage_cliff,4,no spec condition requires a human,P2,-63,180000,False,churned,-180000,none
u_012,2026-W22,1,False,sig_0351,acct_0002,usage_cliff,3,no spec condition requires a human,P2,-56,257500,False,renewed_flat,0,none
u_012,2026-W22,2,False,sig_0363,acct_0093,usage_cliff,4,no spec condition requires a human,P2,47,1170000,True,renewed_flat,0,certain
u_012,2026-W23,1,False,sig_0394,acct_0002,exec_churn_language,3,no spec condition requires a human,P1,-61,257500,True,renewed_flat,0,uncertain
u_012,2026-W23,2,False,sig_0391,acct_0002,exec_churn_language,3,no spec condition requires a human,P2,-60,257500,False,renewed_flat,0,none
u_012,2026-W23,3,False,sig_0396,acct_0126,exec_churn_language,3,no spec condition requires a human,P3,-22,490000,True,renewed_late,0,uncertain
u_012,2026-W24,1,True,sig_0511,acct_0180,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,0,117500,True,renewed_flat,0,none
u_012,2026-W24,2,True,sig_0434,acct_0027,usage_cliff,1,§8.1 mandatory-route trigger: ['buyer_or_champion_departure'],P1,60,75000,True,downgraded,-33600,uncertain
u_012,2026-W24,3,True,sig_0475,acct_0126,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-31,490000,True,churned,-490000,none
u_012,2026-W24,4,True,sig_0444,acct_0046,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,-57,31000,False,renewed_flat,0,none
u_012,2026-W24,5,False,sig_0512,acct_0180,usage_cliff,3,no spec condition requires a human,P2,0,117500,True,downgraded,-33800,uncertain
u_012,2026-W24,6,False,sig_0503,acct_0160,usage_cliff,3,no spec condition requires a human,P2,16,44000,True,renewed_flat,0,uncertain
u_012,2026-W24,7,False,sig_0462,acct_0095,seat_decay,3,no spec condition requires a human,P2,19,1465000,False,renewed_expansion,443600,uncertain
u_012,2026-W24,8,False,sig_0480,acct_0132,usage_cliff,4,no spec condition requires a human,P1,14,122500,False,renewed_flat,0,none
u_012,2026-W24,9,False,sig_0433,acct_0027,seat_decay,4,no spec condition requires a human,P1,60,75000,False,downgraded,-24400,none
u_012,2026-W24,10,False,sig_0476,acct_0126,usage_cliff,4,no spec condition requires a human,P1,-31,490000,True,churned,-490000,uncertain
u_012,2026-W24,11,False,sig_0463,acct_0095,usage_cliff,4,no spec condition requires a human,P2,19,1465000,False,renewed_flat,0,uncertain
u_012,2026-W24,12,False,sig_0479,acct_0132,seat_decay,4,no spec condition requires a human,P3,14,122500,False,renewed_late,0,none
u_012,2026-W24,13,False,sig_0502,acct_0160,seat_decay,4,no spec condition requires a human,P3,16,44000,True,churned,-44000,uncertain
u_012,2026-W24,14,False,sig_0445,acct_0046,usage_cliff,4,no spec condition requires a human,P3,-57,31000,True,renewed_flat,0,certain
u_012,2026-W25,1,False,sig_0534,acct_0093,seat_decay,3,no spec condition requires a human,P1,26,1170000,True,renewed_expansion,117400,uncertain
u_012,2026-W26,1,False,sig_0561,acct_0132,usage_cliff,4,no spec condition requires a human,P3,0,122500,True,renewed_late,0,uncertain
u_012,2026-W27,1,True,sig_0583,acct_0029,exec_churn_language,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,29,41000,True,downgraded,-10200,uncertain
u_012,2026-W27,2,True,sig_0584,acct_0029,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,29,41000,False,renewed_flat,0,none
u_012,2026-W27,3,False,sig_0564,acct_0027,renewal_silence,3,no spec condition requires a human,P2,45,75000,False,churned,-75000,none
u_012,2026-W27,4,False,sig_0579,acct_0002,seat_decay,3,no spec condition requires a human,P2,-91,257500,False,renewed_flat,0,uncertain
u_012,2026-W27,5,False,sig_0585,acct_0031,usage_cliff,3,no spec condition requires a human,P2,-28,60000,False,downgraded,-14200,uncertain
u_013,2026-W09,1,False,sig_0004,acct_0106,seat_decay,3,no spec condition requires a human,P1,33,180000,False,renewed_flat,0,none
u_013,2026-W10,1,True,sig_0023,acct_0057,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,113,69000,False,renewed_flat,0,uncertain
u_013,2026-W10,2,False,sig_0021,acct_0039,renewal_silence,3,no spec condition requires a human,P3,39,222500,False,renewed_flat,0,none
u_013,2026-W10,3,False,sig_0018,acct_0013,exec_churn_language,3,no spec condition requires a human,P3,204,69000,False,pending,0,
u_013,2026-W10,4,False,sig_0022,acct_0057,seat_decay,4,no spec condition requires a human,P2,113,69000,False,renewed_flat,0,none
u_013,2026-W12,1,True,sig_0062,acct_0175,exec_churn_language,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P3,163,61000,True,downgraded,-16400,uncertain
u_013,2026-W14,1,False,sig_0123,acct_0175,usage_cliff,3,no spec condition requires a human,P1,148,61000,True,renewed_expansion,15900,certain
u_013,2026-W14,2,False,sig_0096,acct_0085,seat_decay,3,no spec condition requires a human,P1,173,765000,True,pending,0,
u_013,2026-W14,3,False,sig_0089,acct_0145,ticket_storm,3,no spec condition requires a human,P3,119,180000,True,renewed_flat,0,uncertain
u_013,2026-W14,4,False,sig_0097,acct_0106,usage_cliff,4,no spec condition requires a human,P2,-2,180000,True,renewed_expansion,47700,uncertain
u_013,2026-W15,1,False,sig_0127,acct_0175,exec_churn_language,3,no spec condition requires a human,P1,147,61000,False,renewed_expansion,23500,uncertain
u_013,2026-W18,1,False,sig_0193,acct_0128,exec_churn_language,3,no spec condition requires a human,P1,153,1740000,False,pending,0,
u_013,2026-W18,2,False,sig_0195,acct_0039,exec_churn_language,3,no spec condition requires a human,P1,-16,222500,False,renewed_flat,0,uncertain
u_013,2026-W18,3,False,sig_0192,acct_0106,exec_churn_language,3,no spec condition requires a human,P1,-25,180000,False,renewed_flat,0,uncertain
u_013,2026-W18,4,False,sig_0209,acct_0057,usage_cliff,4,no spec condition requires a human,P1,57,69000,False,renewed_flat,0,uncertain
u_013,2026-W18,5,False,sig_0200,acct_0013,usage_cliff,4,no spec condition requires a human,P1,148,69000,False,pending,0,
u_013,2026-W18,6,False,sig_0208,acct_0057,seat_decay,4,no spec condition requires a human,P3,57,69000,True,renewed_flat,0,none
u_013,2026-W18,7,False,sig_0218,acct_0106,usage_cliff,4,no spec condition requires a human,P3,-30,180000,False,renewed_flat,0,none
u_013,2026-W19,1,True,sig_0242,acct_0085,ticket_storm,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P0,144,765000,False,pending,0,
u_013,2026-W21,1,True,sig_0310,acct_0106,exec_churn_language,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-51,180000,True,renewed_flat,0,certain
u_013,2026-W21,2,True,sig_0289,acct_0040,seat_decay,2,no spec condition requires a human,P2,74,22000,False,renewed_expansion,5400,none
u_013,2026-W21,3,True,sig_0290,acct_0040,usage_cliff,2,no spec condition requires a human,P2,74,22000,True,renewed_flat,0,uncertain
u_013,2026-W21,4,False,sig_0301,acct_0077,usage_cliff,4,no spec condition requires a human,P1,131,340000,False,pending,0,
u_013,2026-W21,5,False,sig_0281,acct_0013,usage_cliff,4,no spec condition requires a human,P2,127,69000,True,pending,0,
u_013,2026-W23,1,False,sig_0395,acct_0077,ticket_storm,3,no spec condition requires a human,P2,119,340000,False,pending,0,
u_013,2026-W24,1,True,sig_0449,acct_0057,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,15,69000,True,renewed_flat,0,uncertain
u_013,2026-W24,2,True,sig_0489,acct_0145,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,46,180000,True,churned,-180000,certain
u_013,2026-W24,3,True,sig_0490,acct_0145,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,46,180000,True,churned,-180000,uncertain
u_013,2026-W24,4,True,sig_0417,acct_0145,exec_churn_language,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,47,180000,True,churned,-180000,uncertain
u_013,2026-W24,5,False,sig_0448,acct_0057,seat_decay,4,no spec condition requires a human,P3,15,69000,False,renewed_flat,0,uncertain
u_013,2026-W26,1,True,sig_0545,acct_0039,exec_churn_language,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-71,222500,True,renewed_late,0,none
u_013,2026-W26,2,False,sig_0557,acct_0085,seat_decay,3,no spec condition requires a human,P2,89,765000,True,pending,0,
u_013,2026-W26,3,False,sig_0542,acct_0077,exec_churn_language,3,no spec condition requires a human,P2,99,340000,False,pending,0,
u_013,2026-W26,4,False,sig_0556,acct_0077,seat_decay,4,no spec condition requires a human,P3,96,340000,False,pending,0,
u_013,2026-W27,1,True,sig_0601,acct_0128,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,87,1740000,False,pending,0,
u_013,2026-W27,2,True,sig_0577,acct_0122,exec_churn_language,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P3,-89,23000,True,renewed_expansion,4400,none
u_013,2026-W27,3,False,sig_0572,acct_0013,exec_churn_language,3,no spec condition requires a human,P1,89,69000,False,pending,0,
u_013,2026-W28,1,False,sig_0616,acct_0085,exec_churn_language,3,no spec condition requires a human,P2,77,765000,False,pending,0,
u_013,2026-W29,1,False,sig_0628,acct_0175,renewal_silence,3,no spec condition requires a human,P2,48,61000,True,churned,-61000,uncertain
u_014,2026-W09,1,True,sig_0007,acct_0163,seat_decay,2,no spec condition requires a human,P2,210,48000,True,pending,0,
u_014,2026-W09,2,False,sig_0006,acct_0157,exec_churn_language,3,no spec condition requires a human,P2,60,535000,False,renewed_late,0,none
u_014,2026-W12,1,True,sig_0055,acct_0109,ticket_storm,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,84,80000,False,renewed_expansion,22800,uncertain
u_014,2026-W12,2,True,sig_0067,acct_0035,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,101,95000,False,renewed_expansion,24500,uncertain
u_014,2026-W12,3,True,sig_0068,acct_0035,usage_cliff,2,no spec condition requires a human,P3,101,95000,False,renewed_flat,0,none
u_014,2026-W13,1,False,sig_0084,acct_0129,exec_churn_language,3,no spec condition requires a human,P1,83,68000,False,renewed_flat,0,none
u_014,2026-W13,2,False,sig_0074,acct_0101,exec_churn_language,3,no spec condition requires a human,P3,48,160000,False,churned,-160000,none
u_014,2026-W14,1,True,sig_0107,acct_0147,seat_decay,2,no spec condition requires a human,P2,150,302500,True,pending,0,
u_014,2026-W14,2,False,sig_0125,acct_0176,usage_cliff,3,no spec condition requires a human,P2,89,1005000,False,downgraded,-168300,uncertain
u_014,2026-W14,3,False,sig_0114,acct_0163,seat_decay,3,no spec condition requires a human,P2,175,48000,False,pending,0,
u_014,2026-W14,4,False,sig_0115,acct_0163,usage_cliff,3,no spec condition requires a human,P2,175,48000,False,pending,0,
u_014,2026-W14,5,False,sig_0124,acct_0176,seat_decay,3,no spec condition requires a human,P3,89,1005000,True,churned,-1005000,certain
u_014,2026-W14,6,False,sig_0108,acct_0147,usage_cliff,4,no spec condition requires a human,P2,150,302500,False,pending,0,
u_014,2026-W15,1,True,sig_0136,acct_0035,usage_cliff,1,§8.1 mandatory-route trigger: ['buyer_or_champion_departure'],P2,80,95000,False,renewed_flat,0,none
u_014,2026-W15,2,True,sig_0142,acct_0150,seat_decay,2,no spec condition requires a human,P3,175,300000,True,pending,0,
u_014,2026-W15,3,False,sig_0134,acct_0109,exec_churn_language,3,no spec condition requires a human,P1,58,80000,True,churned,-80000,uncertain
u_014,2026-W16,1,True,sig_0148,acct_0109,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,53,80000,False,churned,-80000,none
